Código Seção,Seção,Código Divisão,Divisão,Código Grupo,Grupo,Código Classe,Classe,Código Subclasse,Subclasse
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.1,Produção florestal - florestas plantadas,02.10-1,Produção florestal - florestas plantadas,0210-1/08,Produção de carvão vegetal - florestas plantadas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.1,Produção florestal - florestas plantadas,02.10-1,Produção florestal - florestas plantadas,0210-1/09,Produção de casca de acácia negra - florestas plantadas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.1,Produção florestal - florestas plantadas,02.10-1,Produção florestal - florestas plantadas,0210-1/99,Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.2,Produção florestal - florestas nativas,02.20-9,Produção florestal - florestas nativas,0220-9/01,Extração de madeira em florestas nativas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.2,Produção florestal - florestas nativas,02.20-9,Produção florestal - florestas nativas,0220-9/02,Produção de carvão vegetal - florestas nativas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.2,Produção florestal - florestas nativas,02.20-9,Produção florestal - florestas nativas,0220-9/03,Coleta de castanha do pará em florestas nativas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.2,Produção florestal - florestas nativas,02.20-9,Produção florestal - florestas nativas,0220-9/04,Coleta de látex em florestas nativas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.2,Produção florestal - florestas nativas,02.20-9,Produção florestal - florestas nativas,0220-9/05,Coleta de palmito em florestas nativas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.2,Produção florestal - florestas nativas,02.20-9,Produção florestal - florestas nativas,0220-9/06,Conservação de florestas nativas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.2,Produção florestal - florestas nativas,02.20-9,Produção florestal - florestas nativas,0220-9/99,Coleta de produtos não madeireiros não especificados anteriormente em florestas nativas
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2,PRODUÇÃO FLORESTAL,2.3,Atividades de apoio à produção florestal,02.30-6,Atividades de apoio à produção florestal,0230-6/00,Atividades de apoio à produção florestal
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.11-6,Pesca em água salgada,0311-6/01,Pesca de peixes em água salgada
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.11-6,Pesca em água salgada,0311-6/02,Pesca de crustáceos e moluscos em água salgada
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.11-6,Pesca em água salgada,0311-6/03,Coleta de outros produtos marinhos
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.11-6,Pesca em água salgada,0311-6/04,Atividades de apoio à pesca em água salgada
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.12-4,Pesca em água doce,0312-4/01,Pesca de peixes em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.12-4,Pesca em água doce,0312-4/02,Pesca de crustáceos e moluscos em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.12-4,Pesca em água doce,0312-4/03,Coleta de outros produtos aquáticos de água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.1,Pesca,03.12-4,Pesca em água doce,0312-4/04,Atividades de apoio à pesca em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.21-3,Aquicultura em água salgada e salobra,0321-3/01,Criação de peixes em água salgada e salobra
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.21-3,Aquicultura em água salgada e salobra,0321-3/02,Criação de camarões em água salgada e salobra
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.21-3,Aquicultura em água salgada e salobra,0321-3/03,Criação de ostras e mexilhões em água salgada e salobra
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.21-3,Aquicultura em água salgada e salobra,0321-3/04,Criação de peixes ornamentais em água salgada e salobra
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.21-3,Aquicultura em água salgada e salobra,0321-3/05,Atividades de apoio à aqüicultura em água salgada e salobra
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.21-3,Aquicultura em água salgada e salobra,0321-3/99,Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/01,Criação de peixes em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/02,Criação de camarões em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/03,Criação de ostras e mexilhões em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/04,Criação de peixes ornamentais em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/05,Ranicultura
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/06,Criação de jacaré
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/07,Atividades de apoio à aqüicultura em água doce
A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,PESCA E AQÜICULTURA,3.2,Aqüicultura,03.22-1,Aquicultura em água doce,0322-1/99,Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente
